id,texto,author_id,sentimento
"1,63895091910581E+018","@DanteAqueronte @nautiluslink Lá só o Lucas gosta desses jogos, o resto é tudo chato",,neg
"1,63894952313634E+018",@p1zzaplanet @Jamilton25 Inclusive fica o pedido pro pessoal do @nautiluslink fazer um vídeo sobre os Animal Crossing-likes. 😬,,neu
"1,63875164576799E+018","RT @nautiluslink: Esse vídeo é patrocinado pela EBAC, a Escola Britânica de Artes Criativas. Usem nosso link para conferir os cursos e noss…",,pos
"1,63855976295771E+018","RT @BrunoTab: Comecei uma série de reacts a este documentário sobre o desenvolvimento do Psychonauts 2.

Tá sendo uma ótima oportunidade pr…",,pos
"1,63851780652102E+018","RT @BrunoTab: Comecei uma série de reacts a este documentário sobre o desenvolvimento do Psychonauts 2.

Tá sendo uma ótima oportunidade pr…",,pos
"1,6383565998099E+018","Comecei uma série de reacts a este documentário sobre o desenvolvimento do Psychonauts 2.

Tá sendo uma ótima oportunidade pra abordar diversos temas importantes sobre a cultura das empresas de game dev.
Agradeço demais ao @overloadrBR e ao @nautiluslink por recomendarem esse Doc https://t.co/3XSkdZsuN7",,pos
"1,6382666657995E+018","Galera (4 pessoas q curtem e comentam meus tuites), parei de seguir o boomer do Zangado. Me indiquem canais de games onde o apresentador n fique gritando a cada 5s. Já sigo @nautiluslink, então podem usar eles como referência.",,pos
"1,63823549543915E+018",@perspicass @jogabilidade @nautiluslink AH kkkkkkkkkkkk mto obrigada vou dar uma olhadinha ❤️,,pos
"1,63823534768221E+018",@camislf sao dois diferentes kkkk @jogabilidade e @nautiluslink,,pos
"1,63821301306797E+018","@motasauro @nautiluslink @VictorSSouza Jogo pra relaxar é bom, se eu quiser me estressar vejo o lakers em quadra ou o Bahia em campo",,pos
"1,63818145888273E+018","RT @nautiluslink: Estamos ao vivo com o Café com Videogames para falar sobre: 

- PS5 Pro vindo aí?
- Sucesso da Kepler Interactive
- Novid…",,pos
"1,63818012091653E+018","RT @nautiluslink: Estamos ao vivo com o Café com Videogames para falar sobre: 

- PS5 Pro vindo aí?
- Sucesso da Kepler Interactive
- Novid…",,pos
"1,638163619862E+018","RT @nautiluslink: Estamos ao vivo com o Café com Videogames para falar sobre: 

- PS5 Pro vindo aí?
- Sucesso da Kepler Interactive
- Novid…",,pos
"1,63816320723048E+018","RT @nautiluslink: Tchia é um jogo de mundo aberto diferenciado, que não pressiona o jogador e incentiva a criatividade através da liberdade…",,pos
"1,63816264598227E+018","Nautilus (@nautiluslink) tá on na Twitch. O título da live é: Café com Videogames #119 - PS5 Pro vindo aí?. Bora!

https://t.co/b9TLr8RJut
https://t.co/b9TLr8RJut",,pos
"1,63799761042526E+018","@ishtar_games O pessoal do @nautiluslink fez um vídeo muito bom sobre o game!
https://t.co/o7DxiFTGu5",,pos
"1,63798946746098E+018","@nautiluslink Eai rapaziada do nautilus, Pizza Tower quando? https://t.co/Lsq4ziawjs",,pos
"1,63797899068928E+018",@npcvinicius @nautiluslink amigo o que tá escrito em azul KKKKKKKKK NAO CONSIGO LER,,neu
"1,63796432760391E+018","RT @nautiluslink: Tchia é um jogo de mundo aberto diferenciado, que não pressiona o jogador e incentiva a criatividade através da liberdade…",,pos
"1,63794865772612E+018","RT @nautiluslink: Tchia é um jogo de mundo aberto diferenciado, que não pressiona o jogador e incentiva a criatividade através da liberdade…",,pos
"1,63794053085945E+018","RT @nautiluslink: Tchia é um jogo de mundo aberto diferenciado, que não pressiona o jogador e incentiva a criatividade através da liberdade…",,pos
"1,63789395657384E+018","RT @nautiluslink: Bom dia! Estamos ao vivo com o Café com Videogames para falar sobre:

- Data de lançamento de Starfield
- Novidades do ev…",,pos
"1,63789391658535E+018",RT @nautiluslink: Radio the Universe é tipo um Zelda onde tudo deu errado e o Link nunca acordou para salvar o mundo. O jogo é o projeto de…,,pos
"1,63789390393952E+018",RT @nautiluslink: Boa tarde! O Café com Videogames dessa semana está disponível no feed de podcasts e no YouTube! Falamos sobre a data de l…,,pos
"1,63789388904974E+018","RT @nautiluslink: Estamos ao vivo pra conferir uma versão de preview de TERRA NIL que a @devolverdigital digital mandou pra gente. 

Vem qu…",,pos
"1,63789387546008E+018","RT @nautiluslink: Tchia é um jogo de mundo aberto diferenciado, que não pressiona o jogador e incentiva a criatividade através da liberdade…",,pos
